District,Soil_Color,N,P,K,pH,Rainfall,Temperature,Crop,Fertilizer,OC,EC,B,Fe,Mn,Cu,Zn,S,District_Normal_Rainfall,Humidity,N_P_Ratio,N_K_Ratio,P_K_Ratio,Rainfall_Deviation,OC_Class,Soil_Health_Score,Growing_Season
Sangli,Black,120,50,45,7.0,800,25,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.99,2.3995,2.6661,1.1109,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,115,45,50,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.82,2.555,2.2995,0.8998,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,120,75,40,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.82,1.5998,2.9993,1.8745,-0.6538,High,8,Rabi
Sangli,Black,110,55,55,7.5,900,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,85.73,1.9996,1.9996,0.9998,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,105,45,45,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.84,2.3328,2.3328,0.9998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,120,75,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.51,1.5998,1.9997,1.2498,-0.5961,High,8,Rabi
Satara,Black,60,60,55,6.0,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,63.54,0.9998,1.0907,1.0907,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,100,80,45,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.59,1.2498,2.2217,1.7774,-0.5961,High,8,Rabi
Satara,Black,65,60,45,7.0,700,25,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,72.77,1.0832,1.4441,1.333,-0.2101,Low,5,Rabi
Sangli,Black,115,60,55,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.76,1.9163,2.0905,1.0907,0.5549,Medium,7,Rabi
Sangli,Black,120,60,55,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.08,1.9997,2.1814,1.0907,0.5549,Medium,7,Rabi
Solapur,Red,65,60,40,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.14,1.0832,1.6246,1.4996,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,70,45,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.06,1.5552,1.7496,1.1247,-0.423,High,7,Rabi
Kolhapur,Dark Brown,120,50,45,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.06,2.3995,2.6661,1.1109,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,100,50,50,7.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.06,1.9996,1.9996,0.9998,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,120,50,55,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.95,2.3995,2.1814,0.9089,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,115,60,45,6.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,92.32,1.9163,2.555,1.333,-0.423,High,8,Rabi
Solapur,Red,75,55,55,7.5,600,30,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.63,1.3634,1.3634,0.9998,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,115,55,40,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.34,2.0905,2.8743,1.3747,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,60,50,40,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.49,1.1998,1.4996,1.2497,-0.6538,High,7,Rabi
Solapur,Red,75,40,45,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,70.42,1.8745,1.6663,0.8887,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,75,40,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.4,1.8745,1.3634,0.7271,-0.423,High,7,Rabi
Kolhapur,Dark Brown,100,55,55,7.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.08,1.8179,1.8179,0.9998,-0.5384,High,8,Rabi
Kolhapur,Dark Brown,115,60,40,6.5,800,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.1,1.9163,2.8743,1.4996,-0.5384,High,8,Rabi
Kolhapur,Dark Brown,105,65,45,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.18,1.6151,2.3328,1.4441,-0.6538,High,8,Rabi
Solapur,Red,60,60,55,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.27,0.9998,1.0907,1.0907,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,80,60,45,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.27,1.3331,1.7774,1.333,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,115,80,45,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.51,1.4373,2.555,1.7774,-0.5961,High,8,Rabi
Satara,Black,65,45,50,7.0,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.45,1.4441,1.2997,0.8998,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,80,45,50,6.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.39,1.7774,1.5997,0.8998,-0.423,High,8,Rabi
Kolhapur,Dark Brown,100,50,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.15,1.9996,2.2217,1.1109,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,100,60,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.51,1.6664,1.6664,0.9998,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,120,45,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,82.29,2.6661,2.9993,1.1247,-0.5384,High,8,Rabi
Kolhapur,Dark Brown,100,60,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.09,1.6664,1.9996,1.1998,-0.6538,High,8,Rabi
Satara,Black,70,50,40,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,76.16,1.3997,1.7496,1.2497,-0.2101,Low,5,Rabi
Kolhapur,Dark Brown,65,45,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.95,1.4441,1.0832,0.7499,-0.7115,High,7,Rabi
Kolhapur,Dark Brown,110,45,45,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.11,2.4439,2.4439,0.9998,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,65,55,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.86,1.1816,1.2997,1.0998,-0.6538,High,7,Rabi
Sangli,Black,105,40,55,7.5,900,25,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,87.55,2.6243,1.9087,0.7271,0.7493,Medium,7,Rabi
Solapur,Red,75,50,55,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.23,1.4997,1.3634,0.9089,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,105,75,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.89,1.3998,1.7497,1.2498,-0.5961,High,8,Rabi
Solapur,Red,65,55,45,7.0,500,25,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,63.16,1.1816,1.4441,1.222,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,115,65,40,6.5,800,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.88,1.769,2.8743,1.6246,-0.5384,High,8,Rabi
Sangli,Black,120,55,45,7.0,800,25,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.95,2.1814,2.6661,1.222,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,105,65,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.89,1.6151,1.9087,1.1816,-0.423,High,8,Rabi
Satara,Black,65,55,40,6.5,600,20,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,71.47,1.1816,1.6246,1.3747,-0.323,Low,5,Rabi
Kolhapur,Dark Brown,90,60,55,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,75.69,1.4998,1.6361,1.0907,-0.5961,High,8,Rabi
Sangli,Black,115,60,60,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.53,1.9163,1.9163,0.9998,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,120,80,60,6.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.25,1.4998,1.9997,1.3331,-0.4807,High,8,Rabi
Solapur,Red,60,50,50,7.0,500,25,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,65.87,1.1998,1.1998,0.9998,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,70,40,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.26,1.7496,1.1665,0.6666,-0.4807,High,7,Rabi
Sangli,Black,115,50,40,6.5,900,20,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,88.13,2.2995,2.8743,1.2497,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,105,60,50,7.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.92,1.7497,2.0996,1.1998,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,100,50,40,6.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.45,1.9996,2.4994,1.2497,-0.6538,High,8,Rabi
Sangli,Black,120,60,50,7.5,900,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.37,1.9997,2.3995,1.1998,0.7493,Medium,7,Rabi
Solapur,Red,75,50,45,7.0,500,25,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.88,1.4997,1.6663,1.1109,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,85,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,71.75,1.8885,1.8885,0.9998,-0.6538,High,8,Rabi
Satara,Black,65,40,45,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,73.07,1.6246,1.4441,0.8887,-0.2101,Low,5,Rabi
Satara,Black,60,45,50,7.0,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.83,1.333,1.1998,0.8998,-0.4358,Low,5,Rabi
Sangli,Black,120,60,40,6.5,900,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,85.54,1.9997,2.9993,1.4996,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,65,50,60,6.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.01,1.2997,1.0832,0.8332,-0.5961,High,7,Rabi
Kolhapur,Dark Brown,115,75,55,7.5,800,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.74,1.5331,2.0905,1.3634,-0.5384,High,8,Rabi
Satara,Black,70,45,55,7.5,700,25,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,76.39,1.5552,1.2725,0.818,-0.2101,Low,5,Rabi
Solapur,Red,80,45,45,6.5,600,20,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,65.16,1.7774,1.7774,0.9998,0.2471,Medium,7,Rabi
Kolhapur,Dark Brown,115,65,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,86.37,1.769,1.9163,1.0832,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,105,70,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.34,1.4998,1.7497,1.1665,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,80,55,55,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.0,1.4543,1.4543,0.9998,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,100,60,60,7.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.91,1.6664,1.6664,0.9998,-0.5384,High,8,Rabi
Kolhapur,Dark Brown,70,40,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,93.47,1.7496,1.2725,0.7271,-0.423,High,7,Rabi
Kolhapur,Dark Brown,95,55,50,7.5,600,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.93,1.727,1.8996,1.0998,-0.6538,High,8,Rabi
Sangli,Black,120,40,45,6.5,900,25,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.63,2.9993,2.6661,0.8887,0.7493,Medium,7,Rabi
Kolhapur,Dark Brown,110,45,55,7.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,90.98,2.4439,1.9996,0.818,-0.423,High,8,Rabi
Kolhapur,Dark Brown,90,40,55,7.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,89.36,2.2494,1.6361,0.7271,-0.423,High,8,Rabi
Solapur,Red,65,60,50,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.0,1.0832,1.2997,1.1998,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,115,60,50,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.17,1.9163,2.2995,1.1998,-0.6538,High,8,Rabi
Pune,Reddish Brown,100,55,45,7.0,800,20,Wheat,19:19:19 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,80.81,1.8179,2.2217,1.222,-0.0715,Medium,7,Rabi
Satara,Black,65,50,40,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,74.74,1.2997,1.6246,1.2497,-0.2101,Low,5,Rabi
Kolhapur,Dark Brown,75,45,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.46,1.6663,1.2498,0.7499,-0.7115,High,7,Rabi
Kolhapur,Dark Brown,60,50,45,7.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,66.01,1.1998,1.333,1.1109,-0.7115,High,7,Rabi
Sangli,Black,100,45,55,7.5,900,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,87.18,2.2217,1.8179,0.818,0.7493,Medium,7,Rabi
Solapur,Red,60,55,45,7.0,500,25,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,64.22,1.0907,1.333,1.222,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,105,40,50,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.57,2.6243,2.0996,0.7998,-0.4807,High,8,Rabi
Satara,Black,70,55,55,7.5,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.07,1.2725,1.2725,0.9998,-0.4358,Low,5,Rabi
Sangli,Black,110,60,55,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.59,1.833,1.9996,1.0907,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,115,50,55,7.5,600,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.16,2.2995,2.0905,0.9089,-0.6538,High,8,Rabi
Kolhapur,Dark Brown,115,60,55,6.0,500,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.44,1.9163,2.0905,1.0907,-0.7115,High,8,Rabi
Sangli,Black,120,60,60,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.32,1.9997,1.9997,0.9998,0.5549,Medium,7,Rabi
Sangli,Black,100,60,45,7.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.36,1.6664,2.2217,1.333,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,120,80,45,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.97,1.4998,2.6661,1.7774,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,115,70,45,7.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.55,1.6426,2.555,1.5552,-0.4807,High,8,Rabi
Satara,Black,80,50,50,7.0,700,25,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,75.38,1.5997,1.5997,0.9998,-0.2101,Low,6,Rabi
Satara,Black,70,45,40,6.5,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.31,1.5552,1.7496,1.1247,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,120,60,60,6.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.54,1.9997,1.9997,0.9998,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,120,70,45,7.0,900,20,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.5,1.714,2.6661,1.5552,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,80,45,60,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.87,1.7774,1.3331,0.7499,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,110,75,45,7.0,500,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.26,1.4665,2.4439,1.6663,-0.7115,High,8,Rabi
Sangli,Black,115,45,50,7.0,800,15,Wheat,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.77,2.555,2.2995,0.8998,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,120,70,40,6.5,1000,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,88.05,1.714,2.9993,1.7496,-0.423,High,8,Rabi
Kolhapur,Dark Brown,85,55,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.15,1.5452,2.1245,1.3747,-0.5384,High,8,Rabi
Solapur,Red,75,55,60,6.0,500,15,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.16,1.3634,1.2498,0.9165,0.0393,Medium,6,Rabi
Sangli,Black,100,40,60,6.0,800,15,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.56,2.4994,1.6664,0.6666,0.5549,Medium,7,Rabi
Sangli,Black,105,50,45,7.0,800,25,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.43,2.0996,2.3328,1.1109,0.5549,Medium,7,Rabi
Solapur,Red,70,50,40,6.5,600,20,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.09,1.3997,1.7496,1.2497,0.2471,Medium,6,Rabi
Solapur,Red,70,55,45,7.0,500,25,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,68.23,1.2725,1.5552,1.222,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,120,75,45,7.0,500,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,67.37,1.5998,2.6661,1.6663,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,105,70,50,7.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.18,1.4998,2.0996,1.3997,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,80,40,60,6.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.3,1.9995,1.3331,0.6666,-0.4807,High,8,Rabi
Kolhapur,Dark Brown,115,75,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.44,1.5331,1.9163,1.2498,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,110,75,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.21,1.4665,1.833,1.2498,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,95,50,60,6.0,700,25,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.51,1.8996,1.5831,0.8332,-0.5961,High,8,Rabi
Kolhapur,Dark Brown,110,55,60,6.0,700,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.31,1.9996,1.833,0.9165,-0.5961,High,8,Rabi
Sangli,Black,115,50,60,6.0,800,25,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.15,2.2995,1.9163,0.8332,0.5549,Medium,7,Rabi
Sangli,Black,110,50,60,6.0,800,25,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.87,2.1996,1.833,0.8332,0.5549,Medium,7,Rabi
Satara,Black,70,55,45,7.0,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.54,1.2725,1.5552,1.222,-0.4358,Low,5,Rabi
Solapur,Red,75,60,60,6.0,500,15,Wheat,19:19:19 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,65.09,1.2498,1.2498,0.9998,0.0393,Medium,6,Rabi
Kolhapur,Dark Brown,115,40,50,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,87.35,2.8743,2.2995,0.7998,-0.4807,High,8,Rabi
Satara,Black,60,45,60,6.0,600,20,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.81,1.333,0.9998,0.7499,-0.323,Low,5,Rabi
Sangli,Black,105,60,60,6.0,800,20,Wheat,19:19:19 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.49,1.7497,1.7497,0.9998,0.5549,Medium,7,Rabi
Kolhapur,Dark Brown,110,40,50,7.0,900,20,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,85.9,2.7493,2.1996,0.7998,-0.4807,High,8,Rabi
Satara,Black,60,40,45,6.5,700,25,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,75.34,1.4996,1.333,0.8887,-0.2101,Low,5,Rabi
Satara,Black,75,60,55,6.0,500,15,Wheat,19:19:19 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.89,1.2498,1.3634,1.0907,-0.4358,Low,5,Rabi
Satara,Black,70,45,50,7.0,500,15,Wheat,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,68.43,1.5552,1.3997,0.8998,-0.4358,Low,5,Rabi
Kolhapur,Dark Brown,95,40,40,6.0,500,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.15,2.3744,2.3744,0.9998,-0.7115,High,8,Rabi
Kolhapur,Dark Brown,65,45,40,6.5,1000,25,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,92.32,1.4441,1.6246,1.1247,-0.423,High,7,Rabi
Kolhapur,Dark Brown,80,55,40,6.5,800,15,Wheat,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.86,1.4543,1.9995,1.3747,-0.5384,High,8,Rabi
Solapur,Red,60,60,50,7.5,600,30,Wheat,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,72.04,0.9998,1.1998,1.1998,0.2471,Medium,6,Rabi
Kolhapur,Dark Brown,100,75,55,7.5,800,15,Wheat,19:19:19 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,83.87,1.3332,1.8179,1.3634,-0.5384,High,8,Rabi
